Journal,Management,First Section,Second Section,Third Section,Fourth Section,Fifth Section,PubType,Relevance
"PROCEEDINGS OF 2010 INTERNATIONAL CONFERENCE ON PUBLIC ADMINISTRATION (6TH), VOL I",1,X,NA,X,1,X,B,0
"PROCEEDINGS OF 2013 INTERNATIONAL CONFERENCE ON PUBLIC ADMINISTRATION (9TH), VOL I",0,X,X,0,X,X,B,0
"PROCEEDINGS OF 2016 5TH INTERNATIONAL CONFERENCE ON SOCIAL SCIENCE, EDUCATION AND HUMANITIES RESEARCH",0,X,0,X,X,X,S,0
PROCEEDINGS OF 25TH INTERNATIONAL PHD STUDENTS CONFERENCE (MENDELNET 2018),1,1,X,X,X,X,B,0
"PROCEEDINGS OF 3RD INTERNATIONAL SUSTAINABLE BUILDINGS SYMPOSIUM (ISBS 2017), VOL 1",0,0,X,X,X,X,S,0
PROCEEDINGS OF 6TH INTERNATIONAL CONFERENCE ON RECENT ADVANCES IN SPACE TECHNOLOGIES (RAST 2013),1,X,NA,X,1,X,B,0
PROCEEDINGS OF INTERNATIONAL SYMPOSIUM ON STATISTICS AND MANAGEMENT SCIENCE 2010,1,X,NA,X,1,X,B,0
PROCEEDINGS OF SYMPOSIUM FROM CROSS-STRAIT ENVIRONMENT & RESOURCES AND 2ND REPRESENTATIVE CONFERENCE OF CHINESE ENVIRONMENTAL RESOURCES & ECOLOGICAL CONSERVATION SOCIETY,1,X,NA,X,1,X,B,0
PROCEEDINGS OF THE 119TH ANNUAL MEETING OF THE FLORIDA STATE HORTICULTURAL SOCIETY,1,X,NA,X,X,1,S,0
PROCEEDINGS OF THE 13TH INTERNATIONAL CONFERENCE ON ENVIRONMENTAL SCIENCE AND TECHNOLOGY,1,X,NA,X,1,X,S,0
"PROCEEDINGS OF THE 18TH INTERNATIONAL CONFERENCE ON NUCLEAR ENGINEERING 2010, VOL 6",1,X,NA,X,1,X,B,0
PROCEEDINGS OF THE 1999 INTERNATIONAL SYMPOSIUM ON COASTAL AND MARINE TOURISM: BALANCING TOURISM AND CONSERVATION,1,X,NA,X,X,1,B,0
"PROCEEDINGS OF THE 1ST INTERNATIONAL SYMPOSIUM ON GRAPEVINE GROWING, COMMERCE AND RESEARCH",1,X,NA,X,X,1,S,0
"PROCEEDINGS OF THE 1ST INTERNATIONAL YELLOW RIVER FORUM ON RIVER BASIN MANAGEMENT, VOL II",1,X,NA,X,X,1,B,0
PROCEEDINGS OF THE 1ST WSEAS INTERNATIONAL CONFERENCE ON LANDSCAPE ARCHITECTURE (LA '08): NEW ASPECTS OF LANDSCAPE ARCHITECTURE,1,X,NA,X,X,1,B,0
"Proceedings of the 2005 International Conference on Management Science & Engineering (12th), Vols 1- 3",1,X,NA,X,X,1,B,0
"PROCEEDINGS OF THE 2009 2ND INTERNATIONAL CONFERENCE ON BIOMEDICAL ENGINEERING AND INFORMATICS, VOLS 1-4",0,X,X,X,X,0,S,0
"PROCEEDINGS OF THE 2009 INTERNATIONAL CONFERENCE ON PUBLIC ECONOMICS AND MANAGEMENT ICPEM 2009, VOL 4: ECONOMETRICS",1,X,NA,X,X,1,B,0
"PROCEEDINGS OF THE 2009 INTERNATIONAL CONFERENCE ON PUBLIC ECONOMICS AND MANAGEMENT ICPEM 2009, VOL 8: REGIONAL ANALYSIS",1,X,NA,X,X,1,B,0
PROCEEDINGS OF THE 2011 3RD INTERNATIONAL CONFERENCE ON FUTURE COMPUTER AND COMMUNICATION (ICFCC 2011),0,X,X,X,0,X,B,0
PROCEEDINGS OF THE 2013 INTERNATIONAL CONFERENCE ON INFORMATION SCIENCE AND TECHNOLOGY APPLICATIONS (ICISTA-2013),0,X,X,0,X,X,S,0
"PROCEEDINGS OF THE 2013 THE INTERNATIONAL CONFERENCE ON REMOTE SENSING, ENVIRONMENT AND TRANSPORTATION ENGINEERING (RSETE 2013)",1,X,NA,1,X,X,S,0
"PROCEEDINGS OF THE 2015 4TH INTERNATIONAL CONFERENCE ON SENSORS, MEASUREMENT AND INTELLIGENT MATERIALS",1,X,1,X,X,X,S,0
PROCEEDINGS OF THE 2015 INTERNATIONAL CONFERENCE ON APPLIED SCIENCE AND ENGINEERING INNOVATION,1,X,NA,1,X,X,S,0
"PROCEEDINGS OF THE 2015 INTERNATIONAL CONFERENCE ON ECONOMICS, SOCIAL SCIENCE, ARTS, EDUCATION AND MANAGEMENT ENGINEERING",1,X,NA,1,X,X,S,0
"PROCEEDINGS OF THE 2015 INTERNATIONAL FORUM ON ENERGY, ENVIRONMENT SCIENCE AND MATERIALS",0,X,X,0,X,X,S,0
"Proceedings of the 2016 2nd International Conference on Economics, Management Engineering and Education Technology (ICEMEET 2016)",1,X,1,X,X,X,S,0
"PROCEEDINGS OF THE 2016 INTERNATIONAL CONFERENCE ON ECONOMICS, SOCIAL SCIENCE, ARTS, EDUCATION AND MANAGEMENT ENGINEERING (ESSAEME)",1,X,1,X,X,X,S,0
"PROCEEDINGS OF THE 2016 INTERNATIONAL CONFERENCE ON ECONOMY, MANAGEMENT AND EDUCATION TECHNOLOGY",0,X,0,X,X,X,S,0
"Proceedings of the 2016 International Conference on Education, E-learning and Management Technology",0,X,0,X,X,X,S,0
"PROCEEDINGS OF THE 2016 INTERNATIONAL CONFERENCE ON EDUCATION, MANAGEMENT, COMPUTER AND SOCIETY",1,X,1,X,X,X,S,0
"PROCEEDINGS OF THE 2017 2ND INTERNATIONAL CONFERENCE ON EDUCATION, SPORTS, ARTS AND MANAGEMENT ENGINEERING (ICESAME 2017)",1,X,1,X,X,X,S,0
PROCEEDINGS OF THE 2017 6TH INTERNATIONAL CONFERENCE ON ENERGY AND ENVIRONMENTAL PROTECTION (ICEEP 2017),1,X,1,X,X,X,S,0
"PROCEEDINGS OF THE 2018 2ND INTERNATIONAL CONFERENCE ON ALGORITHMS, COMPUTING AND SYSTEMS (ICACS 2018)",1,1,X,X,X,X,B,0
PROCEEDINGS OF THE 2018 INTERNATIONAL CONFERENCE ON ENERGY DEVELOPMENT AND ENVIRONMENTAL PROTECTION (EDEP 2018),1,1,X,X,X,X,S,0
PROCEEDINGS OF THE 26TH INTERNATIONAL TECHNICAL MEETING OF THE SATELLITE DIVISION OF THE INSTITUTE OF NAVIGATION (ION GNSS 2013),1,X,NA,X,1,X,S,0
PROCEEDINGS OF THE 2ND 2016 INTERNATIONAL CONFERENCE ON SUSTAINABLE DEVELOPMENT (ICSD 2016),1,X,1,X,X,X,S,0
"PROCEEDINGS OF THE 2ND INTERNATIONAL YELLOW RIVER FORUM ON KEEPING HEALTHY LIFE OF THE RIVER, VOL II",1,X,NA,X,X,1,B,0
"PROCEEDINGS OF THE 2ND INTERNATIONAL YELLOW RIVER FORUM ON KEEPING HEALTHY LIFE OF THE RIVER, VOL IV",1,X,NA,X,X,1,B,0
"PROCEEDINGS OF THE 2ND INTERNATIONAL YELLOW RIVER FORUM ON KEEPING HEALTHY LIFE OF THE RIVER, VOL V",1,X,NA,X,X,1,B,0
"PROCEEDINGS OF THE 2ND WSEAS/IASME INTERNATIONAL CONFERENCE ON ENERGY PLANNING, ENERGY SAVING, ENVIRONMENTAL EDUCATION",0,X,X,X,X,0,B,0
"PROCEEDINGS OF THE 35TH IAHR WORLD CONGRESS, VOLS I AND II",1,X,NA,X,1,X,B,0
"PROCEEDINGS OF THE 35TH IAHR WORLD CONGRESS, VOLS III AND IV",1,X,NA,X,1,X,B,0
PROCEEDINGS OF THE 36TH IAHR WORLD CONGRESS: DELTAS OF THE FUTURE AND WHAT HAPPENS UPSTREAM,1,X,NA,1,X,X,B,0
PROCEEDINGS OF THE 3RD 2017 INTERNATIONAL CONFERENCE ON SUSTAINABLE DEVELOPMENT (ICSD 2017),1,X,1,X,X,X,S,0
PROCEEDINGS OF THE 3RD INTERNATIONAL CONFERENCE ON ADVANCES IN ENERGY AND ENVIRONMENTAL SCIENCE 2015,0,X,X,0,X,X,S,0
"PROCEEDINGS OF THE 3RD INTERNATIONAL CONFERENCE ON ECONOMICS, MANAGEMENT, LAW AND EDUCATION (EMLE 2017)",1,X,1,X,X,X,S,0
PROCEEDINGS OF THE 3RD INTERNATIONAL CONFERENCE ON ENERGY AND ENVIRONMENT (ICEE 2017),1,X,1,X,X,X,S,0
"PROCEEDINGS OF THE 3RD INTERNATIONAL CONFERENCE ON MATERIAL, MECHANICAL AND MANUFACTURING ENGINEERING",0,X,X,0,X,X,S,0
"PROCEEDINGS OF THE 3RD INTERNATIONAL YELLOW RIVER FORUM ON SUSTAINABLE WATER RESOURCES MANAGEMENT AND DELTA ECOSYSTEM MAINTENANCE, VOL I",1,X,NA,X,X,1,B,0
"PROCEEDINGS OF THE 3RD INTERNATIONAL YELLOW RIVER FORUM ON SUSTAINABLE WATER RESOURCES MANAGEMENT AND DELTA ECOSYSTEM MAINTENANCE, VOL III",1,X,NA,X,X,1,B,0
"PROCEEDINGS OF THE 3RD INTERNATIONAL YELLOW RIVER FORUM ON SUSTAINABLE WATER RESOURCES MANAGEMENT AND DELTA ECOSYSTEM MAINTENANCE, VOL IV",1,X,NA,X,X,1,B,0
PROCEEDINGS OF THE 50TH ISOCARP CONGRESS: URBAN TRANSFORMATIONS: CITIES AND WATER,1,X,NA,1,X,X,B,0
PROCEEDINGS OF THE 51ST ISOCARP CONGRESS,1,X,NA,1,X,X,B,0
PROCEEDINGS OF THE 5TH INDO-PACIFIC FISH CONFERENCE,1,X,NA,X,X,1,B,0
"PROCEEDINGS OF THE 5TH INTERNATIONAL CONFERENCE ON PRODUCT INNOVATION MANAGEMENT, VOLS I AND II",0,X,X,X,0,X,B,0
"PROCEEDINGS OF THE 5TH INTERNATIONAL YELLOW RIVER FORUM ON ENSURING WATER RIGHT OF THE RIVER'S DEMAND AND HEALTHY RIVER BASIN MAINTENANCE, VOL II",0,X,X,0,X,X,B,0
"PROCEEDINGS OF THE 5TH INTERNATIONAL YELLOW RIVER FORUM ON ENSURING WATER RIGHT OF THE RIVER'S DEMAND AND HEALTHY RIVER BASIN MAINTENANCE, VOL III",0,X,X,0,X,X,B,0
PROCEEDINGS OF THE 7TH INTERNATIONAL CONFERENCE ON ENVIRONMENT AND ENGINEERING GEOPHYSICS (ICEEG) & SUMMIT FORUM OF CHINESE ACADEMY OF ENGINEERING ON ENGINEERING SCIENCE AND TECHNOLOGY,1,X,1,X,X,X,S,0
"PROCEEDINGS OF THE 8TH EURO-ASIA CONFERENCE ON ENVIRONMENT AND CSR: TOURISM, MICE, HOSPITALITY MANAGEMENT AND EDUCATION SESSION (PT III)",0,X,X,X,0,X,B,0
"Proceedings of the 8th International Conference on Environmental Science and Technology, Vol A, Oral Presentations",1,X,NA,X,X,1,S,0
PROCEEDINGS OF THE 8TH INTERNATIONAL CONFERENCE ON FOUNDATIONS OF COMPUTER-AIDED PROCESS DESIGN,0,X,X,0,X,X,S,0
PROCEEDINGS OF THE 8TH INTERNATIONAL CONFERENCE ON MANAGEMENT OF DIGITAL ECOSYSTEMS (MEDES 2016),0,X,0,X,X,X,B,0
"PROCEEDINGS OF THE 9TH INTERNATIONAL CONFERENCE ON ENVIRONMENTAL SCIENCE AND TECHNOLOGY, VOL A - ORAL PRESENTATIONS, PTS A AND B",1,X,NA,X,X,1,S,0
PROCEEDINGS OF THE ASIA TOURISM FORUM 2016 - THE 12TH BIENNIAL CONFERENCE OF HOSPITALITY AND TOURISM INDUSTRY IN ASIA,1,X,1,X,X,X,S,0
"PROCEEDINGS OF THE ASME 10TH BIENNIAL CONFERENCE ON ENGINEERING SYSTEMS DESIGN AND ANALYSIS, 2010, VOL 1",0,X,X,X,0,X,B,0
"PROCEEDINGS OF THE ASME INTERNATIONAL MECHANICAL ENGINEERING CONGRESS AND EXPOSITION, 2013, VOL 4A",0,X,X,0,X,X,B,0
"PROCEEDINGS OF THE ASME INTERNATIONAL MECHANICAL ENGINEERING CONGRESS AND EXPOSITION, 2017 VOL 14",1,1,X,X,X,X,B,0
"PROCEEDINGS OF THE ASME PRESSURE VESSELS AND PIPING CONFERENCE, VOL 8: SEISMIC ENGINEERING",0,NA,X,X,X,0,B,0
"PROCEEDINGS OF THE CHINA ASSOCIATION FOR SCIENCE AND TECHNOLOGY, VOL 1, NO 2",1,NA,X,X,X,1,B,0
PROCEEDINGS OF THE FIFTH INTERNATIONAL SYMPOSIUM ON GREEN HOSPITALITY AND TOURISM MANAGEMENT,0,NA,X,X,0,X,B,0
PROCEEDINGS OF THE FIFTY-FIFTH ANNUAL GULF AND CARIBBEAN FISHERIES INSTITUTE,1,NA,X,X,X,1,B,0
PROCEEDINGS OF THE FIFTY-FOURTH ANNUAL GULF AND CARIBBEAN FISHERIES INSTITUTE,1,NA,X,X,X,1,B,0
PROCEEDINGS OF THE FIRST GLOBAL FORUM OF ECOLOGICAL ECONOMICS IN FORESTRY,1,NA,X,X,1,X,B,0
PROCEEDINGS OF THE FIRST INTERNATIONAL CONFERENCE ON SUSTAINABLE URBANIZATION (ICSU 2010),1,NA,X,X,1,X,B,0
"PROCEEDINGS OF THE FOURTH INTERNATIONAL CONFERENCE OF MODELLING AND SIMULATION (ICMS2011), VOL 1",1,NA,X,X,1,X,B,0
"PROCEEDINGS OF THE FOURTH INTERNATIONAL CONFERENCE ON PRECISION AGRICULTURE, PTS A AND B",1,NA,X,X,X,1,B,0
PROCEEDINGS OF THE FOURTH INTERNATIONAL CONGRESS ON CACTUS PEAR AND COCHINEAL,1,NA,X,X,X,1,S,0
PROCEEDINGS OF THE GEOLOGISTS ASSOCIATION,1,NA,X,1,X,X,J,1
PROCEEDINGS OF THE INSTITUTION OF CIVIL ENGINEERS-MARITIME ENGINEERING,1,NA,X,X,X,1,J,1
PROCEEDINGS OF THE INSTITUTION OF CIVIL ENGINEERS-MUNICIPAL ENGINEER,0,NA,X,X,X,0,J,1
PROCEEDINGS OF THE INSTITUTION OF CIVIL ENGINEERS-WATER MANAGEMENT,1,NA,1,X,X,X,J,1
PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON COMPUTATIONAL SCIENCE (ICCS),1,NA,NA,X,1,X,S,0
PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON COMPUTER INFORMATION SYSTEMS AND INDUSTRIAL APPLICATIONS (CISIA 2015),1,NA,NA,1,X,X,S,0
"PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON MANAGEMENT, LEADERSHIP AND GOVERNANCE",1,NA,NA,1,X,X,B,0
PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON NUMERICAL ANALYSIS AND APPLIED MATHEMATICS 2016 (ICNAAM-2016),0,NA,0,X,X,X,S,0
PROCEEDINGS OF THE INTERNATIONAL SYMPOSIUM ON ASIAN PLANTS WITH UNIQUE HORTICULTURAL POTENTIAL,1,NA,X,X,X,1,S,0
PROCEEDINGS OF THE INTERNATIONAL SYMPOSIUM ON MANAGING GREENHOUSE CROPS IN SALINE ENVIRONMENT,0,NA,X,X,X,0,S,0
PROCEEDINGS OF THE INTERNATIONAL SYMPOSIUM ON WATER RESOURCES AND THE URBAN ENVIRONMENT,1,NA,X,X,X,1,B,0
"PROCEEDINGS OF THE IV INTERNATIONAL RESEARCH CONFERENCE INFORMATION TECHNOLOGIES IN SCIENCE, MANAGEMENT, SOCIAL SPHERE AND MEDICINE (ITSMSSM 2017)",0,NA,0,X,X,X,S,0
PROCEEDINGS OF THE JOINT MEETING OF THE XIV INTERNATIONAL CONFERENCE ON EPHEMEROPTERA AND XVIII INTERNATIONAL SYMPOSIUM ON PLECOPTERA,1,NA,NA,1,X,X,S,0
PROCEEDINGS OF THE LINNEAN SOCIETY OF NEW SOUTH WALES,1,NA,1,X,1,X,J,1
PROCEEDINGS OF THE LST INTERNATIONAL CONFERENCE ON GEOGRAPHY AND EDUCATION (ICGE 2016),1,NA,1,0,X,X,S,0
PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,1,1,NA,1,1,1,J,1
PROCEEDINGS OF THE NUTRITION SOCIETY,0,NA,X,0,X,X,J,1
PROCEEDINGS OF THE ROYAL SOCIETY A-MATHEMATICAL PHYSICAL AND ENGINEERING SCIENCES,0,NA,X,X,0,X,J,1
PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,1,1,1,1,1,1,J,1
PROCEEDINGS OF THE SECOND IASTED INTERNATIONAL CONFERENCE ON ENVIRONMENTAL MODELLING AND SIMULATION,1,NA,X,X,X,1,B,0
PROCEEDINGS OF THE SECOND IASTED INTERNATIONAL CONFERENCE ON WATER RESOURCES MANAGEMENT,1,NA,X,X,X,1,B,0
"PROCEEDINGS OF THE SECOND INTERNATIONAL POSTGRADUATE CONFERENCE ON INFRASTRUCTURE AND ENVIRONMENT, VOL 2",1,NA,X,X,1,X,B,0
PROCEEDINGS OF THE SECOND MISSOURI OZARK FOREST ECOSYSTEM PROJECT SYMPOSIUM: POST-TREATMENT RESULTS OF THE LANDSCAPE EXPERIMENT,1,NA,X,X,X,1,S,0
"PROCEEDINGS OF THE SEVENTEENTH (2007) INTERNATIONAL OFFSHORE AND POLAR ENGINEERING CONFERENCE, VOL 1- 4, PROCEEDINGS",1,NA,X,X,X,1,S,0
"PROCEEDINGS OF THE SOCIETY OF AMERICAN FORESTERS, 2000 NATIONAL CONVENTION",1,NA,X,X,X,1,B,0
PROCEEDINGS OF THE SUDDEN OAK DEATH FOURTH SCIENCE SYMPOSIUM,1,NA,X,X,1,X,S,0
"Proceedings of the World Engineers' Convention 2004, Vol F-A, Resources and Energy",1,NA,X,X,X,1,B,0
PROCEEDINGS OF THE XIX INTERNATIONAL GRASSLAND CONGRESS: GRASSLAND ECOSYSTEMS: AN OUTLOOK INTO THE 21ST CENTURY,0,NA,X,X,X,0,B,0
"PROCEEDINGS OF THE XXV INTERNATIONAL HORTICULTURAL CONGRESS, PT 14",1,NA,X,X,X,1,S,0
"PROCEEDINGS OF WORLD ACADEMY OF SCIENCE, ENGINEERING AND TECHNOLOGY, VOL 22",1,NA,X,X,X,1,S,0
"PROCEEDINGS: WORKSHOP ON FIRE, PEOPLE, AND THE CENTRAL HARDWOOD LANDSCAPE",1,NA,X,X,X,1,B,0
PROCESS SAFETY AND ENVIRONMENTAL PROTECTION,1,1,X,X,X,X,J,1
PROCESSES,1,1,X,X,X,X,J,1
PRODUCT LIFETIMES AND THE ENVIRONMENT (PLATE),0,X,0,X,X,X,B,0
PRODUCTION AND MANUFACTURING RESEARCH-AN OPEN ACCESS JOURNAL,0,0,X,X,X,X,J,1
PROFESSIONAL GEOGRAPHER,1,X,NA,1,X,1,J,1
"PROGRESS IN CIVIL ENGINEERING, PTS 1-4",1,X,NA,X,1,X,S,0
PROGRESS IN DEVELOPMENT STUDIES,1,X,NA,1,1,X,J,1
"PROGRESS IN ENVIRONMENTAL PROTECTION AND PROCESSING OF RESOURCE, PTS 1-4",1,X,NA,1,X,X,S,0
"PROGRESS IN ENVIRONMENTAL SCIENCE AND ENGINEERING (ICEESD2011), PTS 1-5",1,X,NA,X,1,X,S,0
"PROGRESS IN ENVIRONMENTAL SCIENCE AND ENGINEERING, PTS 1-4",0,X,X,0,X,X,S,0
"PROGRESS IN ENVIRONMENTAL SCIENCE AND TECHNOLOGY, VOL I",1,X,NA,X,X,1,B,0
"PROGRESS IN ENVIRONMENTAL SCIENCE AND TECHNOLOGY, VOL II, PTS A AND B",1,X,NA,X,X,1,B,0
PROGRESS IN HUMAN GEOGRAPHY,0,X,X,0,0,0,J,1
PROGRESS IN NATURAL SCIENCE-MATERIALS INTERNATIONAL,1,X,NA,X,1,X,J,1
PROGRESS IN OCEANOGRAPHY,1,1,NA,1,1,1,J,1
PROGRESS IN ORGANIC COATINGS,0,0,X,X,X,X,J,1
PROGRESS IN PARASITOLOGY,0,X,X,X,0,X,S,0
PROGRESS IN PHYSICAL GEOGRAPHY,1,1,NA,X,1,0,J,1
PROGRESS IN PHYSICAL GEOGRAPHY-EARTH AND ENVIRONMENT,1,1,NA,0,X,0,J,1
PROGRESS IN PLANNING,1,0,NA,X,X,1,J,1
"PROGRESS IN RENEWABLE AND SUSTAINABLE ENERGY, PTS 1 AND 2",0,X,X,0,X,X,S,0
"PROGRESS IN SAFETY SCIENCE AND TECHNOLOGY, VOL V, PTS A AND B",1,X,NA,X,X,1,B,0
PROPAGATION OF ORNAMENTAL PLANTS,1,X,NA,X,1,X,J,1
PROPERTY MANAGEMENT,0,0,X,X,X,X,J,1
PROTECTED AREAS AND THE REGIONAL PLANNING IMPERATIVE IN NORTH AMERICA,1,X,NA,X,X,1,S,0
"PROTECTION AND RESTORATION OF THE ENVIRONMENT VI, VOLS I - III, PROCEEDINGS",1,X,NA,X,X,1,B,0
PROTECTION OF THE ENVIRONMENT FROM IONISING RADIATION: THE DEVELOPMENT AND APPLICATION OF A SYSTEM OF RADIATION PROTECTION FOR THE ENVIRONMENT,1,X,NA,X,X,1,B,0
PROTIST,1,X,NA,X,1,X,J,1
PRZEGLAD ELEKTROTECHNICZNY,0,X,X,X,X,0,J,1
PRZEMYSL CHEMICZNY,1,X,NA,1,X,X,J,1
"PSYCHOLOGICAL APPROACHES TO SUSTAINABILITY: CURRENT TRENDS IN THEORY, RESEARCH AND APPLICATIONS",0,X,X,X,0,X,B,0
PSYCHOLOGICAL TRAUMA-THEORY RESEARCH PRACTICE AND POLICY,0,X,0,X,X,X,J,1
"PSYCHOLOGY AND PSYCHIATRY, SOCIOLOGY AND HEALTHCARE, EDUCATION, VOL III",0,X,X,0,X,X,S,0
PUBLIC ADMINISTRATION,0,X,0,X,X,X,J,1
PUBLIC ADMINISTRATION IN THE TIME OF REGIONAL CHANGE (ICPM 2013): PROCEEDINGS OF THE SECOND INTERNATIONAL CONFERENCE ON PUBLIC MANAGEMENT,1,X,X,1,X,X,B,0
PUBLIC ADMINISTRATION REVIEW,1,1,X,X,X,X,J,1
PUBLIC HEALTH,1,X,X,X,1,X,J,1
PUBLIC HEALTH NUTRITION,0,X,X,0,X,X,J,1
PUBLIC HEALTH REVIEWS,0,X,0,X,X,X,J,1
PUBLIC UNDERSTANDING OF SCIENCE,1,X,NA,X,1,X,J,1
PURE AND APPLIED CHEMISTRY,1,X,NA,X,X,1,J,1
QUALITY-ACCESS TO SUCCESS,1,X,1,X,X,X,J,1
QUARTERLY JOURNAL OF THE ROYAL METEOROLOGICAL SOCIETY,0,X,0,X,X,X,J,1
QUARTERLY REVIEW OF BIOLOGY,1,X,NA,X,X,1,J,1
QUATERNAIRE,1,1,0,X,X,X,J,1
QUATERNARY,0,0,X,X,X,X,J,1
QUATERNARY GEOCHRONOLOGY,1,1,X,X,0,X,J,1
QUATERNARY INTERNATIONAL,1,1,NA,1,1,0,J,1
QUATERNARY RESEARCH,0,0,X,X,X,X,J,1
QUATERNARY SCIENCE REVIEWS,1,1,NA,1,1,1,J,1
RADIATION AND ENVIRONMENTAL SAFETY IN NORTH-WEST RUSSIA,1,X,NA,X,X,1,S,0
RAFFLES BULLETIN OF ZOOLOGY,1,X,NA,1,X,0,J,1
RANGE MANAGEMENT AND AGROFORESTRY,1,X,NA,1,X,X,J,1
RANGELAND DEGRADATION AND RECOVERY IN CHINA'S PASTORAL LANDS,1,X,NA,X,X,1,B,0
RANGELAND ECOLOGY & MANAGEMENT,1,1,NA,1,1,1,J,1
RANGELAND JOURNAL,1,1,NA,1,1,1,J,1
"RANGELAND SYSTEMS: PROCESSES, MANAGEMENT AND CHALLENGES",1,X,1,X,X,X,S,0
RAPID COMMUNICATIONS IN MASS SPECTROMETRY,1,1,0,0,0,X,J,1
RAST 2009: PROCEEDINGS OF THE 4TH INTERNATIONAL CONFERENCE ON RECENT ADVANCES IN SPACE TECHNOLOGIES,1,X,X,X,X,1,B,0
"REC 2010: PROCEEDINGS OF THE 4TH INTERNATIONAL WORKSHOP ON RELIABLE ENGINEERING COMPUTING: ROBUST DESIGN - COPING WITH HAZARDS, RISK AND UNCERTAINTY",1,X,X,X,1,X,B,0
"RECENT ADVANCE IN STATISTICS APPLICATION AND RELATED AREAS, VOLS I AND II",0,X,X,X,X,0,B,0
"RECENT ADVANCES IN ENVIRONMENT, ECOSYSTEMS AND DEVELOPMENT",0,X,X,X,X,0,B,0
"RECENT PROGRESS IN COMPUTATIONAL SCIENCES AND ENGINEERING, VOLS 7A AND 7B",1,X,X,X,X,1,S,0
"RECONCILING FISHERIES WITH CONSERVATION, VOLS I AND II",1,X,X,X,X,1,S,0
"RECONSIDERING THE IMPACT OF CLIMATE CHANGE ON GLOBAL WATER SUPPLY, USE, AND MANAGEMENT",1,X,1,X,X,X,S,0
RED SEA ECOSYSTEM AND FISHERIES,1,X,1,X,X,X,B,0
"REDEEMING REDD: POLICIES, INCENTIVES, AND SOCIAL FEASIBILITY FOR AVOIDED DEFORESTATION",0,X,X,X,0,X,B,0
REDIA-GIORNALE DI ZOOLOGIA,1,1,X,X,X,X,J,1
"REEF FISH SPAWNING AGGREGATIONS: BIOLOGY, RESEARCH AND MANAGEMENT",1,X,NA,X,1,X,S,0
REGIONAL ENVIRONMENTAL CHANGE,1,1,1,1,1,1,J,1
REGIONAL STUDIES,1,0,NA,X,X,1,J,1
REGIONAL STUDIES IN MARINE SCIENCE,1,1,NA,1,X,X,J,1
REGULATED RIVERS-RESEARCH & MANAGEMENT,1,X,NA,X,X,1,J,1
REGULATION OF BIOLOGICAL CONTROL AGENTS,1,X,NA,X,1,X,J,1
RELICT SPECIES: PHYLOGEOGRAPHY AND CONSERVATION BIOLOGY,1,X,NA,X,1,X,B,0
REMOTE SENSING,1,1,1,1,1,X,J,1
REMOTE SENSING AND MODELING OF ECOSYSTEMS FOR SUSTAINABILITY,1,X,NA,X,X,1,S,0
REMOTE SENSING AND MODELING OF ECOSYSTEMS FOR SUSTAINABILITY IV,1,X,NA,X,X,1,S,0
REMOTE SENSING AND MODELING OF ECOSYSTEMS FOR SUSTAINABILITY VII,0,X,X,X,0,X,S,0
REMOTE SENSING AND SPACE TECHNOLOGY FOR MULTIDISCIPLINARY RESEARCH AND APPLICATIONS,0,X,X,X,X,0,S,0
"REMOTE SENSING FOR AGRICULTURE, ECOSYSTEMS, AND HYDROLOGY V",0,X,X,X,X,0,S,0
"REMOTE SENSING FOR AGRICULTURE, ECOSYSTEMS, AND HYDROLOGY X",0,X,X,X,X,0,S,0
"REMOTE SENSING FOR AGRICULTURE, ECOSYSTEMS, AND HYDROLOGY XI",1,X,NA,X,X,1,S,0
"REMOTE SENSING FOR AGRICULTURE, ECOSYSTEMS, AND HYDROLOGY XIII",1,X,NA,X,1,X,S,0
REMOTE SENSING IN ECOLOGY AND CONSERVATION,1,1,X,X,X,X,J,1
REMOTE SENSING OF ENVIRONMENT,1,1,1,1,1,1,J,1
REMOTE SENSING OF THE AFRICAN SEAS,1,X,NA,1,X,X,B,0
REMOTE SENSING OF THE ENVIRONMENT: 15TH NATIONAL SYMPOSIUM ON REMOTE SENSING OF CHINA,1,X,NA,X,X,1,S,0
REMOTE SENSING OF THE OCEAN AND SEA ICE 2000,0,X,X,X,X,0,S,0
"REMOTE SENSING OF THE OCEAN, SEA ICE, COASTAL WATERS, AND LARGE WATER REGIONS 2018",1,1,X,X,X,X,S,0
REMOTE SENSING TIME SERIES: REVEALING LAND SURFACE DYNAMICS,1,X,NA,1,X,X,B,0
RENDICONTI LINCEI-SCIENZE FISICHE E NATURALI,1,1,NA,1,1,X,J,1
RENEWABLE & SUSTAINABLE ENERGY REVIEWS,1,1,NA,1,1,1,J,1
RENEWABLE AGRICULTURE AND FOOD SYSTEMS,1,1,NA,1,1,1,J,1
"RENEWABLE AND SUSTAINABLE ENERGY, PTS 1-7",1,X,NA,X,1,X,S,0
RENEWABLE ENERGY,0,0,0,0,0,X,J,1
